Respondent,JobSat,MgrIdiot,MgrMoney,MgrWant
81247,Slightly dissatisfied,Somewhat confident,Not sure,Yes
81248,NA,NA,NA,NA
81249,Very satisfied,Very confident,No,No
81250,Very satisfied,Somewhat confident,No,No
81251,Very satisfied,Somewhat confident,No,Not sure
81252,Very satisfied,Very confident,No,No
81253,NA,NA,NA,NA
81254,Slightly satisfied,Somewhat confident,Not sure,No
81255,Very dissatisfied,Very confident,No,No
81256,NA,NA,NA,NA
81257,Very dissatisfied,I don't have a manager,Yes,No
81258,Very satisfied,Very confident,Yes,Yes
81259,Very dissatisfied,NA,NA,NA
81260,Very satisfied,NA,NA,NA
81261,Very satisfied,NA,NA,NA
81262,Neither satisfied nor dissatisfied,Somewhat confident,Yes,Yes
81263,Slightly satisfied,Somewhat confident,Not sure,Not sure
81264,Neither satisfied nor dissatisfied,Not at all confident,Not sure,Not sure
81265,Slightly satisfied,Not at all confident,No,Not sure
81266,Neither satisfied nor dissatisfied,Not at all confident,No,No
81267,Very dissatisfied,Not at all confident,Not sure,No
81268,Slightly dissatisfied,Somewhat confident,No,No
81269,Slightly dissatisfied,Not at all confident,Not sure,Yes
81270,Slightly satisfied,Somewhat confident,Not sure,Not sure
81271,Very satisfied,Very confident,No,No
81272,Very satisfied,NA,NA,NA
81273,Very satisfied,NA,NA,NA
81274,Very dissatisfied,Somewhat confident,Not sure,Not sure
81275,Slightly satisfied,Somewhat confident,Yes,Not sure
81276,Very satisfied,Very confident,No,Not sure
81277,Slightly satisfied,Very confident,Not sure,Not sure
81278,Very satisfied,Very confident,No,Not sure
81279,Slightly dissatisfied,Not at all confident,No,Not sure
81280,Slightly satisfied,NA,NA,NA
81281,Slightly satisfied,Somewhat confident,Yes,Yes
81282,Very satisfied,Very confident,Yes,Yes
81283,Slightly satisfied,Not at all confident,Yes,Yes
81284,Very satisfied,NA,NA,NA
81285,Neither satisfied nor dissatisfied,NA,NA,NA
81286,Slightly satisfied,Very confident,Not sure,Not sure
81287,Very satisfied,Very confident,Yes,Not sure
81288,Very satisfied,NA,NA,NA
81289,Very satisfied,Very confident,No,No
81290,Neither satisfied nor dissatisfied,Somewhat confident,No,Not sure
81291,Very satisfied,Somewhat confident,No,Not sure
81292,NA,NA,NA,NA
81293,Slightly satisfied,Very confident,Yes,Yes
81294,Slightly satisfied,Very confident,Yes,No
81295,Slightly satisfied,Very confident,No,Yes
81296,Slightly satisfied,NA,NA,NA
81297,NA,NA,NA,NA
81298,Very satisfied,I don't have a manager,No,No
81299,Slightly satisfied,Not at all confident,No,No
81300,Slightly satisfied,Very confident,No,Not sure
81301,Slightly satisfied,NA,NA,NA
81302,Neither satisfied nor dissatisfied,Somewhat confident,Yes,Not sure
81303,Neither satisfied nor dissatisfied,Not at all confident,No,No
81304,Very satisfied,Very confident,Yes,Yes
81305,Slightly satisfied,Not at all confident,Not sure,Not sure
81306,Neither satisfied nor dissatisfied,Somewhat confident,Yes,No
81307,Slightly dissatisfied,Very confident,No,Not sure
81308,Slightly satisfied,Somewhat confident,No,Yes
81309,NA,NA,NA,NA
81310,Very satisfied,Somewhat confident,No,No
81311,Slightly satisfied,Somewhat confident,Not sure,I am already a manager
81312,Slightly dissatisfied,Not at all confident,Yes,Yes
81313,Slightly satisfied,Very confident,No,Yes
81314,NA,NA,NA,NA
81315,Slightly satisfied,Very confident,Yes,Yes
81316,Very satisfied,Very confident,No,No
81317,Slightly dissatisfied,Somewhat confident,No,No
81318,Very satisfied,Very confident,No,Not sure
81319,NA,NA,NA,NA
81320,Slightly dissatisfied,Very confident,No,No
81321,Very satisfied,Very confident,No,No
81322,NA,NA,NA,NA
81323,Slightly satisfied,NA,NA,NA
81324,Slightly satisfied,NA,NA,NA
81325,Very satisfied,Very confident,Not sure,No
81326,NA,NA,NA,NA
81327,Slightly dissatisfied,Very confident,No,Not sure
81328,Very satisfied,NA,NA,NA
81329,Slightly satisfied,Somewhat confident,Not sure,No
81330,Slightly satisfied,Very confident,Yes,Yes
81331,Slightly satisfied,Somewhat confident,No,Not sure
81332,Very satisfied,Very confident,No,No
81333,NA,NA,NA,NA
81334,Very satisfied,Somewhat confident,Not sure,Yes
81335,Very satisfied,Very confident,Yes,Yes
81336,Very satisfied,Very confident,No,Not sure
81337,Slightly dissatisfied,Very confident,No,Not sure
81338,Very satisfied,NA,NA,NA
81339,Very satisfied,NA,NA,NA
81340,NA,NA,NA,NA
81341,Neither satisfied nor dissatisfied,Somewhat confident,Not sure,No
81342,Very satisfied,Somewhat confident,No,No
81343,Very satisfied,Somewhat confident,No,Not sure
81344,Slightly satisfied,Somewhat confident,Yes,Yes
81345,Slightly satisfied,Somewhat confident,No,Not sure
81346,Very satisfied,Very confident,Yes,Yes
81347,Neither satisfied nor dissatisfied,Very confident,Yes,Yes
81348,Very satisfied,Very confident,Yes,No
81349,Slightly dissatisfied,Somewhat confident,Not sure,Not sure
81350,Very satisfied,Somewhat confident,No,No
81351,Neither satisfied nor dissatisfied,Somewhat confident,No,No
81352,NA,NA,NA,NA
81353,NA,NA,NA,NA
81354,Very satisfied,Very confident,No,Not sure
81355,NA,NA,NA,NA
81356,Very satisfied,I don't have a manager,Not sure,Not sure
81357,Slightly satisfied,NA,NA,NA
81358,Neither satisfied nor dissatisfied,Somewhat confident,No,No
81359,Slightly satisfied,Somewhat confident,Not sure,No
81360,Very dissatisfied,Somewhat confident,Yes,Yes
81361,Slightly satisfied,Very confident,No,No
81362,Very satisfied,Very confident,No,Yes
81363,Very dissatisfied,Not at all confident,Yes,Yes
81364,Slightly satisfied,Very confident,Yes,Not sure
81365,Slightly satisfied,Not at all confident,No,Yes
81366,NA,Very confident,No,No
81367,Slightly satisfied,Very confident,Yes,Not sure
81368,NA,NA,NA,NA
81369,Very dissatisfied,NA,NA,NA
81370,NA,NA,NA,NA
81371,Very satisfied,NA,NA,NA
81372,Slightly satisfied,NA,NA,NA
81373,NA,NA,NA,NA
81374,Very satisfied,Somewhat confident,No,No
81375,Slightly satisfied,Very confident,Yes,Yes
81376,NA,NA,NA,NA
81377,Very satisfied,NA,NA,NA
81378,Slightly satisfied,Not at all confident,Yes,No
81379,Slightly satisfied,NA,NA,NA
81380,Very satisfied,Very confident,Not sure,Not sure
81381,Neither satisfied nor dissatisfied,Not at all confident,Yes,Not sure
81382,Slightly dissatisfied,NA,NA,NA
81383,Neither satisfied nor dissatisfied,Not at all confident,No,Yes
81384,Very satisfied,NA,NA,NA
81385,NA,NA,NA,NA
81386,NA,NA,NA,NA
81387,Neither satisfied nor dissatisfied,Somewhat confident,No,No
81388,Slightly satisfied,Somewhat confident,Not sure,No
81389,Very dissatisfied,NA,NA,NA
81390,Very satisfied,Somewhat confident,No,No
81391,Very satisfied,Very confident,No,Yes
81392,Slightly satisfied,Somewhat confident,No,No
81393,Slightly satisfied,Somewhat confident,No,Not sure
81394,Slightly satisfied,Somewhat confident,Yes,No
81395,Very satisfied,Very confident,Not sure,No
81396,Very satisfied,Not at all confident,No,Yes
81397,Slightly satisfied,Very confident,No,Yes
81398,Slightly satisfied,Very confident,No,No
81399,Very satisfied,Very confident,No,No
81400,NA,Somewhat confident,Yes,I am already a manager
81401,Slightly dissatisfied,Very confident,Yes,Yes
81402,NA,NA,NA,NA
81403,Slightly satisfied,Somewhat confident,No,No
81404,Very dissatisfied,Not at all confident,Not sure,Not sure
81405,NA,NA,NA,NA
81406,Very satisfied,NA,NA,NA
81407,NA,NA,NA,NA
81408,Slightly satisfied,NA,NA,NA
81409,Slightly dissatisfied,Not at all confident,No,No
81410,Slightly dissatisfied,Not at all confident,Not sure,No
81411,Very satisfied,Very confident,No,Not sure
81412,Slightly satisfied,NA,NA,NA
81413,NA,NA,NA,NA
81414,Very satisfied,Somewhat confident,Yes,Not sure
81415,Neither satisfied nor dissatisfied,Somewhat confident,Not sure,No
81416,Very satisfied,NA,NA,NA
81417,Very satisfied,Very confident,Yes,Yes
81418,Very satisfied,Somewhat confident,No,I am already a manager
81419,Slightly satisfied,NA,NA,NA
81420,Slightly dissatisfied,Somewhat confident,No,No
81421,Slightly satisfied,Very confident,Not sure,Not sure
81422,Slightly satisfied,Very confident,No,No
81423,Very satisfied,Very confident,No,Not sure
81424,Slightly dissatisfied,NA,NA,NA
81425,Slightly dissatisfied,Not at all confident,Yes,No
81426,Very dissatisfied,Very confident,No,Not sure
81427,NA,NA,NA,NA
81428,Slightly satisfied,Somewhat confident,Yes,Yes
81429,Slightly satisfied,Very confident,Yes,Not sure
81430,Very dissatisfied,Not at all confident,No,No
81431,Very satisfied,Very confident,No,Not sure
81432,NA,NA,NA,NA
81433,Slightly satisfied,Very confident,No,No
81434,Neither satisfied nor dissatisfied,NA,NA,NA
81435,NA,NA,NA,NA
81436,NA,NA,NA,NA
81437,Slightly dissatisfied,NA,NA,NA
81438,NA,NA,NA,NA
81439,Slightly dissatisfied,NA,NA,NA
81440,Very dissatisfied,NA,NA,NA
81441,NA,NA,NA,NA
81442,Slightly dissatisfied,Somewhat confident,No,No
81443,Very dissatisfied,NA,NA,NA
81444,Slightly satisfied,Somewhat confident,Yes,Yes
81445,Neither satisfied nor dissatisfied,Somewhat confident,No,No
81446,Slightly satisfied,Very confident,Yes,Not sure
81447,Very satisfied,Very confident,Yes,Yes
81448,Very satisfied,Very confident,Yes,Yes
81449,NA,NA,NA,NA
81450,NA,NA,NA,NA
81451,Slightly satisfied,Very confident,Yes,No
81452,Slightly satisfied,NA,NA,NA
81453,Slightly satisfied,Somewhat confident,No,Not sure
81454,Neither satisfied nor dissatisfied,I don't have a manager,No,No
81455,Slightly satisfied,NA,NA,NA
81456,Slightly satisfied,Not at all confident,No,No
81457,Very satisfied,Very confident,No,No
81458,Very dissatisfied,Not at all confident,No,Not sure
81459,NA,NA,NA,NA
81460,Slightly dissatisfied,Somewhat confident,No,No
81461,Slightly satisfied,Very confident,No,No
81462,Very satisfied,Very confident,Not sure,Not sure
81463,Very satisfied,Very confident,Yes,Yes
81464,Neither satisfied nor dissatisfied,NA,NA,NA
81465,Slightly satisfied,Somewhat confident,Yes,Yes
81466,Slightly satisfied,Very confident,No,No
81467,Neither satisfied nor dissatisfied,Very confident,Yes,No
81468,Slightly satisfied,NA,NA,NA
81469,NA,NA,NA,NA
81470,NA,NA,NA,NA
81471,Neither satisfied nor dissatisfied,NA,NA,NA
81472,Slightly satisfied,Somewhat confident,No,Not sure
81473,Very dissatisfied,Very confident,Yes,Not sure
81474,NA,NA,NA,NA
81475,Very satisfied,Very confident,Not sure,Yes
81476,Slightly satisfied,NA,NA,NA
81477,Neither satisfied nor dissatisfied,Somewhat confident,Yes,Not sure
81478,NA,NA,NA,NA
81479,NA,Very confident,Yes,I am already a manager
81480,Slightly satisfied,Somewhat confident,Yes,No
81481,Slightly satisfied,NA,NA,NA
81482,Slightly dissatisfied,Very confident,Not sure,Not sure
81483,NA,NA,NA,NA
81484,Slightly satisfied,Somewhat confident,Yes,Yes
81485,Slightly satisfied,Very confident,Yes,Yes
81486,NA,NA,NA,NA
81487,Slightly satisfied,Very confident,No,Not sure
81488,Very satisfied,NA,NA,NA
81489,Very dissatisfied,NA,NA,NA
81490,Slightly satisfied,Somewhat confident,Yes,Not sure
81491,Slightly satisfied,Very confident,Not sure,Not sure
81492,Slightly satisfied,Somewhat confident,No,Not sure
81493,Very dissatisfied,Not at all confident,No,Yes
81494,Very dissatisfied,Somewhat confident,Yes,No
81495,NA,I don't have a manager,No,Not sure
81496,Slightly satisfied,Somewhat confident,No,Not sure
81497,Neither satisfied nor dissatisfied,NA,NA,NA
81498,Slightly satisfied,Very confident,No,Not sure
81499,Slightly dissatisfied,NA,NA,NA
81500,Very satisfied,Somewhat confident,Yes,Yes
81501,Slightly dissatisfied,NA,NA,NA
81502,NA,NA,NA,NA
81503,Very satisfied,Very confident,Yes,Not sure
81504,Slightly satisfied,Very confident,No,Not sure
81505,Neither satisfied nor dissatisfied,Somewhat confident,No,No
81506,Very satisfied,Very confident,Yes,Yes
81507,NA,NA,NA,NA
81508,NA,NA,NA,NA
81509,Slightly satisfied,Very confident,Yes,Not sure
81510,Very satisfied,Very confident,No,Not sure
81511,Slightly satisfied,Very confident,Yes,Yes
81512,Slightly dissatisfied,Somewhat confident,No,Not sure
81513,Neither satisfied nor dissatisfied,Somewhat confident,Yes,Yes
81514,Slightly dissatisfied,Somewhat confident,Not sure,Not sure
81515,Very satisfied,Somewhat confident,Yes,Not sure
81516,Very satisfied,Very confident,Yes,Yes
81517,Neither satisfied nor dissatisfied,Very confident,No,No
81518,Slightly satisfied,I don't have a manager,No,Not sure
81519,Very satisfied,NA,NA,NA
81520,Slightly satisfied,Very confident,No,Not sure
81521,Very satisfied,Very confident,Not sure,Yes
81522,NA,NA,NA,NA
81523,NA,NA,NA,NA
81524,Neither satisfied nor dissatisfied,Somewhat confident,Not sure,Yes
81525,Slightly satisfied,Somewhat confident,Yes,Yes
81526,NA,NA,NA,NA
81527,Very dissatisfied,Very confident,No,Yes
81528,Slightly satisfied,NA,NA,NA
81529,Very satisfied,I don't have a manager,No,I am already a manager
81530,Slightly satisfied,Not at all confident,No,No
81531,NA,NA,NA,NA
81532,Slightly satisfied,Somewhat confident,No,No
81533,Slightly dissatisfied,Very confident,No,No
81534,Very satisfied,Somewhat confident,Yes,Yes
81535,Very satisfied,Very confident,Yes,Yes
81536,Slightly satisfied,NA,NA,NA
81537,Neither satisfied nor dissatisfied,Somewhat confident,Not sure,No
81538,NA,NA,NA,NA
81539,NA,NA,NA,NA
81540,Very satisfied,Very confident,No,Not sure
81541,Very dissatisfied,Somewhat confident,Yes,Yes
81542,Very satisfied,Not at all confident,Yes,Yes
81543,Slightly satisfied,Somewhat confident,No,No
81544,Slightly satisfied,NA,NA,NA
81545,Slightly satisfied,Somewhat confident,Not sure,Yes
81546,Neither satisfied nor dissatisfied,NA,NA,NA
81547,Very satisfied,Very confident,No,No
81548,Slightly satisfied,Somewhat confident,Not sure,Not sure
81549,Neither satisfied nor dissatisfied,Not at all confident,Yes,Yes
81550,Slightly satisfied,Somewhat confident,Not sure,No
81551,Very satisfied,Very confident,Not sure,Not sure
81552,Slightly dissatisfied,Very confident,Yes,Yes
81553,NA,NA,NA,NA
81554,NA,NA,NA,NA
81555,Very satisfied,Very confident,No,No
81556,Very satisfied,Very confident,No,No
81557,NA,NA,NA,NA
81558,Very satisfied,NA,NA,NA
81559,Very satisfied,NA,NA,NA
81560,Very dissatisfied,Very confident,No,Yes
81561,Slightly satisfied,Not at all confident,Not sure,Not sure
81562,Slightly dissatisfied,I don't have a manager,Not sure,No
81563,Very satisfied,Very confident,Yes,Not sure
81564,Very satisfied,Very confident,No,No
81565,NA,NA,NA,NA
81566,NA,NA,NA,NA
81567,Very satisfied,NA,NA,NA
81568,Very satisfied,Somewhat confident,No,Not sure
81569,Very satisfied,Very confident,Yes,No
81570,Neither satisfied nor dissatisfied,Somewhat confident,No,Not sure
81571,NA,NA,NA,NA
81572,Very dissatisfied,Not at all confident,Yes,Yes
81573,Slightly satisfied,Somewhat confident,Yes,No
81574,NA,NA,NA,NA
81575,Neither satisfied nor dissatisfied,Somewhat confident,No,No
81576,Neither satisfied nor dissatisfied,Not at all confident,Yes,No
81577,Slightly dissatisfied,Somewhat confident,Yes,No
81578,NA,NA,NA,NA
81579,Slightly satisfied,Very confident,Not sure,No
81580,NA,NA,NA,NA
81581,Very dissatisfied,Very confident,Not sure,No
81582,Slightly satisfied,Somewhat confident,No,No
81583,Slightly dissatisfied,Somewhat confident,No,No
81584,Slightly satisfied,NA,NA,NA
81585,NA,NA,NA,NA
81586,Very dissatisfied,NA,NA,NA
81587,NA,NA,NA,NA
81588,Slightly satisfied,NA,NA,NA
81589,Slightly satisfied,NA,NA,NA
81590,Slightly satisfied,Very confident,Yes,Not sure
81591,Slightly satisfied,Somewhat confident,No,No
81592,Very satisfied,Very confident,Not sure,Not sure
81593,Slightly satisfied,Somewhat confident,Not sure,Not sure
81594,Very satisfied,Very confident,No,No
81595,NA,NA,NA,NA
81596,Slightly satisfied,Very confident,Yes,Not sure
81597,Neither satisfied nor dissatisfied,Very confident,No,Not sure
81598,Slightly dissatisfied,NA,NA,NA
81599,Very satisfied,Very confident,No,I am already a manager
81600,NA,NA,NA,NA
81601,Neither satisfied nor dissatisfied,Somewhat confident,Yes,Yes
81602,NA,NA,NA,NA
81603,NA,NA,NA,NA
81604,Slightly satisfied,Very confident,Not sure,Not sure
81605,Very dissatisfied,Not at all confident,No,No
81606,Neither satisfied nor dissatisfied,Very confident,Yes,Yes
81607,NA,NA,NA,NA
81608,Very satisfied,NA,NA,NA
81609,Slightly satisfied,NA,NA,NA
81610,Slightly satisfied,Somewhat confident,Not sure,Not sure
81611,Very satisfied,NA,NA,NA
81612,NA,NA,NA,NA
81613,Slightly satisfied,Very confident,No,No
81614,Very satisfied,Somewhat confident,Not sure,Not sure
81615,Slightly satisfied,Very confident,No,No
81616,NA,NA,NA,NA
81617,NA,NA,NA,NA
81618,NA,NA,NA,NA
81619,NA,NA,NA,NA
81620,Neither satisfied nor dissatisfied,Somewhat confident,Yes,No
81621,NA,NA,NA,NA
81622,Slightly satisfied,NA,NA,NA
81623,Slightly satisfied,NA,NA,NA
81625,Very satisfied,Very confident,No,Yes
81626,Very satisfied,NA,NA,NA
81627,Slightly satisfied,Somewhat confident,No,No
81628,Very satisfied,Somewhat confident,No,Not sure
81629,Neither satisfied nor dissatisfied,Somewhat confident,Not sure,Not sure
81630,Slightly satisfied,Very confident,Not sure,I am already a manager
81631,Slightly satisfied,Somewhat confident,Yes,Not sure
81632,NA,NA,NA,NA
81633,Very satisfied,Somewhat confident,Not sure,Yes
81634,Slightly satisfied,I don't have a manager,No,I am already a manager
81635,NA,NA,NA,NA
81636,Very dissatisfied,Somewhat confident,No,No
81637,Slightly dissatisfied,Not at all confident,Yes,Not sure
81638,NA,NA,NA,NA
81639,Neither satisfied nor dissatisfied,Not at all confident,No,I am already a manager
81640,Slightly dissatisfied,Somewhat confident,No,Not sure
81641,Very dissatisfied,Not at all confident,No,Yes
81642,NA,NA,NA,NA
81643,Very satisfied,NA,NA,NA
81644,NA,NA,NA,NA
81645,Slightly satisfied,Very confident,No,Not sure
81646,Slightly dissatisfied,Not at all confident,No,Not sure
81647,Very satisfied,NA,NA,NA
81648,NA,NA,NA,NA
81649,Neither satisfied nor dissatisfied,Not at all confident,Not sure,I am already a manager
81650,Slightly satisfied,Very confident,Yes,No
81651,Slightly dissatisfied,Not at all confident,No,Not sure
81652,NA,NA,NA,NA
81653,Slightly satisfied,Very confident,Yes,No
81654,Very satisfied,NA,NA,NA
81655,Slightly dissatisfied,NA,NA,NA
81656,NA,NA,NA,NA
81657,NA,NA,NA,NA
81658,NA,NA,NA,NA
81659,Slightly satisfied,Somewhat confident,No,No
81660,Slightly satisfied,NA,NA,NA
81661,NA,NA,NA,NA
81662,Very satisfied,NA,NA,NA
81663,Very satisfied,Very confident,No,No
81664,Slightly satisfied,Very confident,No,No
81665,Very satisfied,Very confident,Not sure,Not sure
81666,NA,NA,NA,NA
81667,Slightly satisfied,NA,NA,NA
81668,Slightly dissatisfied,Somewhat confident,No,Not sure
81669,Slightly satisfied,Very confident,No,Not sure
81670,Very dissatisfied,Very confident,No,Not sure
81671,NA,NA,NA,NA
81672,Very satisfied,Somewhat confident,Not sure,Not sure
81673,Very satisfied,Somewhat confident,No,No
81674,NA,NA,NA,NA
81675,Very dissatisfied,NA,NA,NA
81676,Slightly satisfied,Very confident,Yes,Yes
81677,Very satisfied,Somewhat confident,No,Not sure
81678,Neither satisfied nor dissatisfied,Somewhat confident,No,No
81679,Very satisfied,NA,NA,NA
81680,NA,NA,NA,NA
81681,Very satisfied,Very confident,No,Not sure
81682,Slightly satisfied,Somewhat confident,Not sure,No
81683,Slightly satisfied,NA,NA,NA
81684,Slightly satisfied,NA,NA,NA
81685,Neither satisfied nor dissatisfied,Somewhat confident,Yes,Yes
81686,NA,NA,NA,NA
81687,Very satisfied,NA,NA,NA
81688,NA,NA,NA,NA
81689,Very dissatisfied,Somewhat confident,Yes,I am already a manager
81690,Slightly satisfied,Not at all confident,No,Yes
81691,Very dissatisfied,Not at all confident,Not sure,Not sure
81692,Slightly satisfied,NA,NA,NA
81693,NA,NA,NA,NA
81694,Slightly satisfied,Somewhat confident,Yes,No
81695,Slightly satisfied,Somewhat confident,Yes,No
81696,Very satisfied,Very confident,No,No
81697,NA,NA,NA,NA
81698,NA,NA,NA,NA
81699,Very dissatisfied,Not at all confident,No,No
81700,Slightly satisfied,Very confident,Not sure,Not sure
81701,Very satisfied,NA,NA,NA
81702,Slightly satisfied,Very confident,Yes,Not sure
81703,Very satisfied,Very confident,No,Not sure
81704,Slightly satisfied,NA,NA,NA
81705,Very dissatisfied,Not at all confident,No,No
81706,Slightly satisfied,Very confident,Yes,I am already a manager
81707,Slightly satisfied,Somewhat confident,Not sure,Not sure
81708,Slightly satisfied,NA,NA,NA
81709,Slightly dissatisfied,Very confident,No,No
81710,NA,NA,NA,NA
81711,Very dissatisfied,Not at all confident,No,No
81712,Very satisfied,Very confident,No,Yes
81713,Slightly satisfied,Very confident,No,Yes
81714,Slightly satisfied,Very confident,No,Not sure
81715,Slightly dissatisfied,Somewhat confident,Yes,Yes
81716,NA,NA,NA,NA
81717,Neither satisfied nor dissatisfied,Somewhat confident,No,Not sure
81718,Very satisfied,Somewhat confident,No,No
81719,NA,NA,NA,NA
81720,Very dissatisfied,NA,NA,NA
81721,NA,NA,NA,NA
81722,Slightly satisfied,NA,NA,NA
81723,Slightly satisfied,NA,NA,NA
81724,Slightly satisfied,NA,NA,NA
81725,Very dissatisfied,Not at all confident,Not sure,Not sure
81726,Slightly satisfied,NA,NA,NA
81727,Slightly dissatisfied,Somewhat confident,Yes,Not sure
81728,Very satisfied,Very confident,Not sure,Yes
81729,Slightly satisfied,Somewhat confident,No,Not sure
81730,Slightly dissatisfied,Not at all confident,No,No
81731,Neither satisfied nor dissatisfied,NA,NA,NA
81732,Slightly satisfied,Somewhat confident,Yes,Yes
81733,NA,NA,NA,NA
81734,Very dissatisfied,Not at all confident,Not sure,No
81735,NA,NA,NA,NA
81736,Slightly dissatisfied,Not at all confident,Not sure,Yes
81737,Very satisfied,I don't have a manager,Not sure,Not sure
81738,Very satisfied,Very confident,Not sure,Not sure
81739,Very dissatisfied,NA,NA,NA
81740,NA,NA,NA,NA
81741,NA,NA,NA,NA
81742,Slightly satisfied,Somewhat confident,Yes,I am already a manager
81743,Very satisfied,Very confident,No,Not sure
81744,NA,NA,NA,NA
81745,Slightly satisfied,Somewhat confident,No,Not sure
81746,Slightly satisfied,Somewhat confident,Not sure,Not sure
81747,Slightly satisfied,Somewhat confident,Yes,Yes
81748,Very dissatisfied,Not at all confident,Yes,No
81749,Slightly satisfied,Very confident,No,Yes
81750,Slightly satisfied,Somewhat confident,No,Not sure
81751,Slightly satisfied,Very confident,No,No
81752,NA,NA,NA,NA
81753,NA,NA,NA,NA
81754,Very satisfied,Very confident,Yes,Not sure
81755,Slightly dissatisfied,Very confident,Not sure,No
81756,Neither satisfied nor dissatisfied,Very confident,No,No
81757,Very satisfied,Very confident,Not sure,Not sure
81758,Slightly satisfied,NA,NA,NA
81759,Very satisfied,Very confident,Yes,No
81760,Very dissatisfied,Somewhat confident,No,Not sure
81761,Slightly satisfied,Somewhat confident,Yes,No
81762,Slightly satisfied,Very confident,Not sure,No
81763,Slightly dissatisfied,Not at all confident,No,Yes
81764,NA,NA,NA,NA
81765,Very satisfied,NA,NA,NA
81766,Slightly satisfied,Somewhat confident,No,No
81767,NA,Not at all confident,No,No
81768,Very satisfied,Very confident,Not sure,Not sure
81769,Slightly satisfied,Somewhat confident,No,No
81770,Very satisfied,Somewhat confident,No,No
81771,Slightly satisfied,I don't have a manager,No,I am already a manager
81772,NA,NA,NA,NA
81773,Slightly satisfied,Very confident,No,No
81774,Slightly satisfied,Very confident,Yes,Yes
81775,Slightly satisfied,Somewhat confident,No,Not sure
81776,Very dissatisfied,Very confident,Not sure,Not sure
81777,Slightly satisfied,Very confident,Not sure,Not sure
81778,Slightly dissatisfied,Somewhat confident,Yes,Yes
81779,NA,NA,NA,NA
81780,Very satisfied,Somewhat confident,No,No
81781,Neither satisfied nor dissatisfied,NA,NA,NA
81782,Slightly satisfied,Not at all confident,No,No
81783,Very satisfied,Very confident,Yes,Not sure
81784,Neither satisfied nor dissatisfied,NA,NA,NA
81785,Neither satisfied nor dissatisfied,Very confident,No,Not sure
81786,Very satisfied,Very confident,Yes,Yes
81787,Very satisfied,Very confident,Yes,Yes
81788,Slightly dissatisfied,Somewhat confident,Yes,Not sure
81789,Very satisfied,NA,NA,NA
81790,Very satisfied,Very confident,Not sure,Yes
81791,Neither satisfied nor dissatisfied,Somewhat confident,No,Not sure
81792,Slightly satisfied,Somewhat confident,No,Not sure
81793,Slightly satisfied,Very confident,No,No
81794,Slightly satisfied,Somewhat confident,Yes,Not sure
81795,Very satisfied,Somewhat confident,No,No
81796,Slightly satisfied,Not at all confident,Yes,Not sure
81797,NA,NA,NA,NA
81798,Slightly satisfied,I don't have a manager,Yes,Yes
81799,Neither satisfied nor dissatisfied,Very confident,Yes,Yes
81800,Very satisfied,Very confident,No,Not sure
81801,Very satisfied,Somewhat confident,Yes,No
81802,Neither satisfied nor dissatisfied,NA,NA,NA
81803,Very satisfied,Very confident,Yes,Yes
81804,Neither satisfied nor dissatisfied,Somewhat confident,No,Not sure
81805,Very satisfied,I don't have a manager,Not sure,No
81806,NA,NA,NA,NA
81807,Very satisfied,Very confident,No,Not sure
81808,Very satisfied,Very confident,No,Not sure
81809,NA,NA,NA,NA
81810,Neither satisfied nor dissatisfied,Somewhat confident,No,Not sure
81811,Neither satisfied nor dissatisfied,I don't have a manager,Not sure,Yes
81812,Slightly satisfied,Very confident,No,Not sure
81813,Slightly satisfied,Very confident,No,No
81814,Slightly satisfied,NA,NA,NA
81815,Slightly satisfied,Somewhat confident,No,No
81816,Neither satisfied nor dissatisfied,NA,NA,NA
81817,NA,NA,NA,NA
81818,Very satisfied,NA,NA,NA
81819,Neither satisfied nor dissatisfied,NA,NA,NA
81820,Very satisfied,Very confident,No,No
81821,Very satisfied,NA,NA,NA
81822,Slightly satisfied,Not at all confident,No,No
81823,NA,NA,NA,NA
81824,Very satisfied,NA,NA,NA
81825,NA,NA,NA,NA
81826,Very satisfied,Very confident,Yes,Yes
81827,NA,Somewhat confident,No,Not sure
81828,NA,Not at all confident,No,Yes
81829,Slightly satisfied,Not at all confident,No,Not sure
81830,Very satisfied,Very confident,Not sure,Not sure
81831,Slightly satisfied,Very confident,No,No
81832,Slightly satisfied,NA,NA,NA
81833,Very satisfied,I don't have a manager,Not sure,Yes
81834,Neither satisfied nor dissatisfied,Very confident,No,Yes
81835,Slightly satisfied,Somewhat confident,Not sure,Not sure
81836,NA,NA,NA,NA
81837,Neither satisfied nor dissatisfied,NA,NA,NA
81838,Neither satisfied nor dissatisfied,Somewhat confident,No,Not sure
81839,Slightly dissatisfied,Not at all confident,No,No
81840,Very satisfied,NA,NA,NA
81841,Slightly satisfied,Somewhat confident,No,Not sure
81842,Very dissatisfied,NA,NA,NA
81843,NA,NA,NA,NA
81844,Slightly satisfied,Somewhat confident,No,Yes
81845,NA,NA,NA,NA
81846,NA,NA,NA,NA
81847,Slightly dissatisfied,Not at all confident,No,Not sure
81848,NA,NA,NA,NA
81849,Slightly dissatisfied,NA,NA,NA
81850,Very satisfied,NA,NA,NA
81851,Slightly satisfied,Very confident,Yes,Not sure
81852,NA,NA,NA,NA
81853,Slightly satisfied,Very confident,Yes,No
81854,Slightly satisfied,Somewhat confident,Not sure,Not sure
